order_id,ship_service_level,ship_city,ship_state,ship_postal_code,ship_country,courier_status,fulfilled_by
405-5067568-1151563,Expedited,ADOOR,KERALA,691551.0,IN,Shipped,
403-0461195-2478708,Expedited,Bangalore,KARNATAKA,560037.0,IN,Shipped,
171-8971992-9623559,Standard,Kunnamkulam,KERALA,680542.0,IN,Shipped,Easy Ship
407-7291211-2127531,Expedited,HYDERABAD,TELANGANA,500097.0,IN,Shipped,
407-6974075-9112315,Standard,HYDERABAD,TELANGANA,500097.0,IN,Shipped,Easy Ship
408-6697338-7613114,Expedited,"Kottaram, Kanyakumari",TAMIL NADU,629703.0,IN,Shipped,
408-8942203-1305136,Expedited,NAWADA,BIHAR,805126.0,IN,Unshipped,
408-0707174-4517148,Standard,CHENNAI,TAMIL NADU,600116.0,IN,Shipped,Easy Ship
405-7564821-7594703,Expedited,Solapur,MAHARASHTRA,413003.0,IN,Shipped,
406-5838424-9357943,Expedited,BENGALURU,KARNATAKA,560024.0,IN,Shipped,
171-9652552-7672309,Expedited,JAMMU,JAMMU & KASHMIR,180001.0,IN,Unshipped,
404-3952299-8518743,Standard,NEW TOWN,WEST BENGAL,700135.0,IN,Shipped,Easy Ship
404-5450530-5432346,Expedited,JAIPUR,RAJASTHAN,302031.0,IN,Shipped,
406-4712195-9581925,Standard,Vijayawada,ANDHRA PRADESH,520007.0,IN,Shipped,Easy Ship
407-6000871-2167569,Expedited,KANCHIPURAM,TAMIL NADU,600061.0,IN,Unshipped,
405-3695013-4177924,Expedited,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped,
408-8495472-7960320,Standard,Satagalli 1st stage,KARNATAKA,570019.0,IN,Shipped,Easy Ship
407-8883964-8489157,Expedited,CHENNAI,TAMIL NADU,600021.0,IN,Shipped,
407-5873369-6018758,Expedited,PATNA,BIHAR,800002.0,IN,Shipped,
404-7137919-9537914,Expedited,BENGALURU,KARNATAKA,560066.0,IN,Shipped,
402-9276176-8449107,Expedited,THRISSUR,KERALA,680004.0,IN,Shipped,
402-4641829-9337949,Standard,THRISSUR,KERALA,680004.0,IN,,Easy Ship
403-2907204-2538746,Standard,BENGALURU,KARNATAKA,560056.0,IN,Shipped,Easy Ship
405-7713984-4857160,Expedited,NEW TOWN,WEST BENGAL,700059.0,IN,Shipped,
171-2308669-4656348,Expedited,COIMBATORE,TAMIL NADU,641048.0,IN,Shipped,
405-5135756-2878732,Expedited,KOLKATA,WEST BENGAL,700027.0,IN,Shipped,
403-7049233-0002767,Standard,BENGALURU,KARNATAKA,560037.0,IN,Shipped,Easy Ship
404-2282001-9240320,Standard,GHAZIABAD,UTTAR PRADESH,201014.0,IN,,Easy Ship
408-5487172-5109947,Expedited,RAMPURA PHUL,PUNJAB,151103.0,IN,Shipped,
403-7966569-6259532,Expedited,HAORA,WEST BENGAL,711104.0,IN,Unshipped,
408-6910649-5691513,Expedited,MORENA,MADHYA PRADESH,476001.0,IN,Shipped,
407-6110249-3602711,Standard,CHAPRA,BIHAR,841301.0,IN,,Easy Ship
406-6822868-3276303,Expedited,CHENNAI,TAMIL NADU,600061.0,IN,Shipped,
407-9167642-0841160,Expedited,MUMBAI,MAHARASHTRA,400086.0,IN,Shipped,
404-5992939-0990761,Expedited,mumbai,MAHARASHTRA,400076.0,IN,Shipped,
408-8002589-7870761,Standard,Thrissur,KERALA,680306.0,IN,Shipped,Easy Ship
405-9436039-7765146,Standard,NALLASOPARA (EAST),MAHARASHTRA,401209.0,IN,,Easy Ship
S02-7571139-7804012,Standard,Surat,Gujarat,394210.0,IN,Unshipped,
S02-4580054-1369251,Standard,Surat,Gujarat,394210.0,IN,Unshipped,
S02-3339090-3350952,Standard,Surat,Gujarat,394210.0,IN,Unshipped,
171-0566915-4608300,Expedited,TIRUVETHIPURAM,TAMIL NADU,604407.0,IN,Shipped,
S02-8550082-4367039,Standard,Surat,Gujarat,394210.0,IN,Unshipped,
408-8952760-4228319,Expedited,FAIZABAD,UTTAR PRADESH,224001.0,IN,Cancelled,
406-6428319-9160366,Expedited,BENGALURU,KARNATAKA,560066.0,IN,Shipped,
S02-0922728-8540237,Standard,Surat,Gujarat,394210.0,IN,Unshipped,
S02-4244550-1516922,Standard,Surat,Gujarat,394210.0,IN,Unshipped,
S02-0822128-0981739,Standard,Surat,Gujarat,394210.0,IN,Unshipped,
S02-9027061-0812666,Standard,Surat,Gujarat,394210.0,IN,Unshipped,
402-1545319-1312316,Standard,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped,Easy Ship
S02-4371187-1658758,Standard,Surat,Gujarat,394210.0,IN,Unshipped,
405-8064141-1746723,Expedited,"Peringara p o,Tiruvalla",KERALA,689108.0,IN,Shipped,
408-6582683-9396327,Expedited,MUMBAI,MAHARASHTRA,400104.0,IN,Shipped,
171-5856414-0957118,Expedited,Patna,BIHAR,800020.0,IN,Shipped,
171-3827195-8159527,Expedited,Patna,BIHAR,800020.0,IN,Shipped,
171-1300489-7369134,Standard,Ladwa state- kurukshetra,HARYANA,136132.0,IN,Shipped,Easy Ship
407-7980881-7004355,Standard,UDAIPUR,RAJASTHAN,313001.0,IN,Shipped,Easy Ship
403-6359656-1422758,Standard,HYDERABAD,TELANGANA,500018.0,IN,Shipped,Easy Ship
403-4882386-9155568,Expedited,HYDERABAD,TELANGANA,500018.0,IN,Shipped,
406-8526020-6982765,Standard,HYDERABAD,TELANGANA,500032.0,IN,Shipped,Easy Ship
407-0265543-8881967,Standard,Bhubaneswar,ODISHA,751006.0,IN,Shipped,Easy Ship
404-3191843-5242742,Standard,COURTALAM,TAMIL NADU,627818.0,IN,Shipped,Easy Ship
402-5050129-1734738,Standard,GORAKHPUR,UTTAR PRADESH,273001.0,IN,Shipped,Easy Ship
171-9658955-4745127,Standard,NOIDA,UTTAR PRADESH,201304.0,IN,Shipped,Easy Ship
402-4266038-7445108,Standard,PALAKKAD,KERALA,678681.0,IN,Shipped,Easy Ship
406-4296707-8079557,Expedited,PADIYAM,KERALA,680612.0,IN,Shipped,
406-1993752-9061965,Expedited,MOHALI,PUNJAB,140301.0,IN,Shipped,
403-8970755-4264301,Expedited,NEW DELHI,DELHI,110021.0,IN,Shipped,
403-6593123-6328337,Expedited,NEW DELHI,DELHI,110021.0,IN,Shipped,
405-0856153-2114715,Expedited,MATTANNUR,KERALA,670702.0,IN,Shipped,
407-3356528-5914714,Standard,BHOPAL,MADHYA PRADESH,462042.0,IN,Shipped,Easy Ship
406-8067783-3265140,Expedited,BENGALURU,KARNATAKA,560024.0,IN,Cancelled,
402-6966130-8792345,Expedited,Bengaluru east,KARNATAKA,560087.0,IN,Shipped,
171-1396719-5537969,Standard,HYDERABAD,TELANGANA,502032.0,IN,Shipped,Easy Ship
406-1318014-9746766,Standard,"ROURKELA , DIST - SUNDARGARH",ODISHA,769002.0,IN,Shipped,Easy Ship
403-6432995-8182762,Expedited,BENGALURU,KARNATAKA,560072.0,IN,Shipped,
403-6223397-1048368,Standard,BENGALURU,KARNATAKA,560072.0,IN,Shipped,Easy Ship
407-4031763-1872328,Expedited,GODDA,JHARKHAND,814133.0,IN,Shipped,
407-9496978-8912329,Standard,KOTA,RAJASTHAN,324001.0,IN,Shipped,Easy Ship
171-2199326-8104307,Expedited,BENGALURU,KARNATAKA,560036.0,IN,Shipped,
403-3612727-9525969,Expedited,BENGALURU,KARNATAKA,560067.0,IN,Shipped,
171-1534463-6583513,Expedited,BENGALURU,KARNATAKA,560077.0,IN,Shipped,
402-0803057-3015511,Standard,AMRAVATI,MAHARASHTRA,444607.0,IN,Shipped,Easy Ship
407-4897942-7556328,Standard,AJMER,RAJASTHAN,305004.0,IN,Shipped,Easy Ship
404-4359842-8735520,Standard,Harugeri,KARNATAKA,591220.0,IN,Shipped,Easy Ship
404-9568317-4017129,Expedited,NELLORE,ANDHRA PRADESH,524003.0,IN,Shipped,
408-4790564-3467550,Expedited,Ghaziabad,UTTAR PRADESH,201010.0,IN,Shipped,
403-2730550-3319536,Expedited,NAGPUR,MAHARASHTRA,440036.0,IN,Shipped,
407-5695047-3088343,Expedited,SAMASTIPUR,BIHAR,848101.0,IN,Shipped,
403-2927280-2172316,Standard,Satara,MAHARASHTRA,415002.0,IN,Shipped,Easy Ship
171-9141240-1977915,Expedited,NEW DELHI 110016,DELHI,110016.0,IN,Shipped,
171-4578354-3274759,Expedited,HYDERABAD,TELANGANA,500076.0,IN,Shipped,
171-0152700-4171549,Expedited,VIRAJPET,KARNATAKA,571218.0,IN,Shipped,
408-2247540-8948331,Standard,TELHARA,MAHARASHTRA,444108.0,IN,Shipped,Easy Ship
171-4449528-5878743,Expedited,Noida,UTTAR PRADESH,201301.0,IN,Shipped,
402-3743796-7039562,Expedited,NEW DELHI,DELHI,110009.0,IN,Shipped,
405-6066326-7310720,Expedited,PIMPRI CHINCHWAD,MAHARASHTRA,412105.0,IN,Shipped,
408-1679205-2335515,Standard,KOLKATA,WEST BENGAL,700021.0,IN,Shipped,Easy Ship
407-5915546-7026737,Standard,Nagpur,MAHARASHTRA,440017.0,IN,Shipped,Easy Ship
408-0651715-3305910,Standard,NEW DELHI,DELHI,110048.0,IN,,Easy Ship
408-9040682-7080329,Expedited,Baraut,UTTAR PRADESH,250611.0,IN,Shipped,
171-2201698-1576322,Expedited,VIRAJPET,KARNATAKA,571218.0,IN,Shipped,
405-0644132-9005901,Expedited,EAST GODAVARI,ANDHRA PRADESH,533003.0,IN,Shipped,
405-5506449-7346754,Expedited,VELUR,TAMIL NADU,638182.0,IN,Cancelled,
404-2659892-3769948,Expedited,BENGALURU,KARNATAKA,560043.0,IN,Shipped,
404-0015866-9486779,Standard,BENGALURU,KARNATAKA,560043.0,IN,Shipped,Easy Ship
408-8595348-2973160,Expedited,IBRAHIMPATNAM,ANDHRA PRADESH,521456.0,IN,Shipped,
406-3948234-4333928,Expedited,BHOPAL,MADHYA PRADESH,462041.0,IN,Shipped,
406-2272069-9937122,Standard,BHOPAL,MADHYA PRADESH,462041.0,IN,,Easy Ship
406-3305742-5337121,Expedited,GUWAHATI,ASSAM,781001.0,IN,Shipped,
408-1376664-8325902,Expedited,AKOLA,MAHARASHTRA,444001.0,IN,Shipped,
408-9262663-3353157,Expedited,BENGALURU,KARNATAKA,560077.0,IN,Shipped,
171-9817631-7260345,Expedited,BENGALURU,KARNATAKA,560020.0,IN,Shipped,
404-2223740-9469921,Standard,korba,CHHATTISGARH,495677.0,IN,Shipped,Easy Ship
171-9396667-9263540,Standard,Pariyaram,KERALA,670503.0,IN,Shipped,Easy Ship
408-5863229-3094763,Standard,NAGAON,ASSAM,782002.0,IN,Shipped,
407-9291546-7925126,Expedited,BATHINDA,PUNJAB,151001.0,IN,Shipped,
408-4213982-1177902,Standard,NEW DELHI,DELHI,110024.0,IN,Shipped,Easy Ship
403-0491669-1829145,Standard,BENGALURU,KARNATAKA,560103.0,IN,Shipped,Easy Ship
402-2023031-8229935,Expedited,SILVASSA,DADRA AND NAGAR,396230.0,IN,Shipped,
408-0053938-4204357,Standard,CHENNAI,TAMIL NADU,600050.0,IN,Shipped,Easy Ship
171-0770294-1249928,Expedited,GUWAHATI,ASSAM,781021.0,IN,Shipped,
408-5655232-1945149,Expedited,PUNE,MAHARASHTRA,411042.0,IN,Shipped,
408-5656632-7985149,Standard,GUNTUR,ANDHRA PRADESH,522007.0,IN,Shipped,
406-9686416-8283555,Standard,AMBIKANAGARA,KARNATAKA,581363.0,IN,Shipped,Easy Ship
171-7918351-5350769,Expedited,VADODARA,Gujarat,390024.0,IN,Shipped,
405-9393778-7000333,Standard,GURUGRAM,HARYANA,122011.0,IN,Shipped,Easy Ship
404-2819273-2678738,Expedited,KOLKATA,WEST BENGAL,700061.0,IN,Shipped,
408-9096964-7018702,Standard,Pratapgarh,UTTAR PRADESH,230139.0,IN,Shipped,Easy Ship
407-6742972-6691530,Standard,THANE,MAHARASHTRA,400602.0,IN,Shipped,Easy Ship
408-2980084-9128325,Standard,NAVI MUMBAI,MAHARASHTRA,400705.0,IN,Shipped,Easy Ship
407-2365360-8362765,Expedited,BENGALURU,KARNATAKA,560036.0,IN,Shipped,
403-5902659-9561964,Standard,BENGALURU,KARNATAKA,560045.0,IN,Shipped,Easy Ship
406-5517977-0790736,Expedited,HYDERABAD,TELANGANA,500057.0,IN,Shipped,
171-7003857-1534712,Standard,RATNAGIRI,MAHARASHTRA,415602.0,IN,Shipped,Easy Ship
405-9678400-7217131,Expedited,NEW DELHI,DELHI,110075.0,IN,Shipped,
408-5315503-9118741,Standard,Yerraguntla,ANDHRA PRADESH,516309.0,IN,Shipped,Easy Ship
403-0629990-8637117,Standard,PUNE,MAHARASHTRA,411008.0,IN,Shipped,Easy Ship
405-6503196-4601146,Expedited,LUCKNOW,UTTAR PRADESH,226017.0,IN,Shipped,
403-4594858-2073906,Expedited,PUNE,MAHARASHTRA,411008.0,IN,Shipped,
171-3311567-9961154,Standard,HYDERABAD,TELANGANA,500056.0,IN,Shipped,Easy Ship
171-4563414-7064364,Expedited,RATNAGIRI,MAHARASHTRA,415602.0,IN,Cancelled,
171-7299006-1141955,Standard,PUNE,MAHARASHTRA,411014.0,IN,Shipped,Easy Ship
402-5625318-9617966,Expedited,NAGPUR,MAHARASHTRA,440002.0,IN,Shipped,
403-8981296-0992324,Expedited,BENGALURU,KARNATAKA,560067.0,IN,Unshipped,
402-8446843-9737963,Expedited,NOIDA,UTTAR PRADESH,201305.0,IN,Shipped,
407-4024463-9831537,Expedited,BENGALURU,KARNATAKA,560066.0,IN,Shipped,
402-8037697-0337111,Expedited,JAIPUR,RAJASTHAN,303905.0,IN,Shipped,
403-1534862-8568324,Expedited,BENGALURU,KARNATAKA,560048.0,IN,Shipped,
403-8091095-0237913,Standard,Madikeri,KARNATAKA,571248.0,IN,Shipped,Easy Ship
408-5858620-4803547,Expedited,SULTANPUR,UTTAR PRADESH,228001.0,IN,Shipped,
407-0796837-9052311,Expedited,PUNE,MAHARASHTRA,411043.0,IN,Cancelled,
405-0173675-8517962,Expedited,AHMEDABAD,Gujarat,380006.0,IN,Shipped,
406-9450426-1489924,Expedited,Berhampur,ODISHA,760001.0,IN,Shipped,
406-0374513-0443518,Standard,Berhampur,ODISHA,760001.0,IN,Shipped,Easy Ship
402-3439679-8408364,Standard,RAJPUR SONARPUR,WEST BENGAL,700150.0,IN,Shipped,Easy Ship
405-3343068-8494730,Expedited,VELUR,TAMIL NADU,638182.0,IN,Cancelled,
402-9075144-9755569,Expedited,Vellore,TAMIL NADU,632514.0,IN,Shipped,
403-5289150-5224356,Standard,BANGALORE,KARNATAKA,560093.0,IN,,Easy Ship
402-4353437-7059519,Expedited,MUMBAI,MAHARASHTRA,400080.0,IN,Shipped,
407-2183159-3409965,Expedited,AJMER,RAJASTHAN,305001.0,IN,Shipped,
406-9384850-5527550,Standard,PILKHUWA,UTTAR PRADESH,245304.0,IN,Shipped,Easy Ship
407-2819806-4628365,Standard,BENGALURU,KARNATAKA,560064.0,IN,Shipped,Easy Ship
404-1763241-8222765,Expedited,SURAT,Gujarat,395007.0,IN,Shipped,
406-3003339-2314705,Standard,BHILAI DURG,CHHATTISGARH,490006.0,IN,Shipped,Easy Ship
171-4221900-6176315,Standard,NAVI MUMBAI,MAHARASHTRA,410210.0,IN,Shipped,Easy Ship
404-4214867-5455538,Standard,CHENNAI,TAMIL NADU,600126.0,IN,Shipped,Easy Ship
171-6088921-8608316,Standard,UDMA,KERALA,671318.0,IN,Shipped,Easy Ship
408-3066763-2950764,Expedited,PUDUPAKKAM,TAMIL NADU,603103.0,IN,Shipped,
407-0793246-9269923,Expedited,MUMBAI,MAHARASHTRA,400093.0,IN,Shipped,
405-0309548-5470774,Standard,Bengaluru,KARNATAKA,560008.0,IN,Shipped,Easy Ship
407-2749030-4006761,Expedited,TIRUCHIRAPPALLI,TAMIL NADU,620001.0,IN,Shipped,
408-5485846-8052359,Standard,NEW DELHI,DELHI,110085.0,IN,,Easy Ship
407-3842216-1684327,Standard,KOTHAMANGALAM,KERALA,686691.0,IN,Shipped,Easy Ship
404-0136536-4880344,Standard,BENGALURU,KARNATAKA,560043.0,IN,Shipped,Easy Ship
171-3315098-0382712,Standard,MUMBAI,MAHARASHTRA,400095.0,IN,Shipped,Easy Ship
405-3917356-7003521,Expedited,MUMBAI,MAHARASHTRA,400051.0,IN,Shipped,
408-1886735-6457920,Standard,CHENNAI,TAMIL NADU,600127.0,IN,Shipped,
407-0154212-6478752,Standard,Mumbai,MAHARASHTRA,400072.0,IN,Shipped,Easy Ship
171-1537455-4577120,Expedited,BARAMATI,MAHARASHTRA,413102.0,IN,Shipped,
404-0569162-6451511,Expedited,NEW DELHI,DELHI,110022.0,IN,Shipped,
171-8008134-0365943,Expedited,NASHIK,MAHARASHTRA,422011.0,IN,Shipped,
405-7736453-0660338,Expedited,GHAZIABAD,UTTAR PRADESH,201014.0,IN,Shipped,
405-4355371-1641152,Standard,BIRPUR,BIHAR,854340.0,IN,Shipped,Easy Ship
406-9253737-2594734,Expedited,PUNE,MAHARASHTRA,412207.0,IN,Shipped,
406-5310992-7449933,Standard,SILIGURI,WEST BENGAL,734009.0,IN,,Easy Ship
403-6360129-7078766,Standard,RAMANUJGANJ,CHHATTISGARH,497220.0,IN,Shipped,Easy Ship
406-5872857-2124302,Standard,SILIGURI,WEST BENGAL,734009.0,IN,,Easy Ship
405-4591874-5431503,Expedited,HYDERABAD,TELANGANA,502032.0,IN,Shipped,
402-0047362-8961938,Expedited,THALASSERY,KERALA,670104.0,IN,Shipped,
406-0363605-2229936,Standard,PATHANAMTHITTA,KERALA,689672.0,IN,Shipped,Easy Ship
171-2396881-7767549,Expedited,SIRSI,KARNATAKA,581401.0,IN,Shipped,
406-5968722-6009130,Expedited,BHUBANESWAR,ODISHA,751024.0,IN,Shipped,
171-0896872-0991520,Expedited,NEW DELHI,DELHI,110085.0,IN,Shipped,
405-8979573-4466719,Standard,ATCHUTAPURAM APSEZ,ANDHRA PRADESH,531011.0,IN,Shipped,Easy Ship
405-4455233-4570736,Expedited,PALAKKAD,KERALA,678001.0,IN,Shipped,
408-6078577-5798734,Standard,MUMBAI - 400062,MAHARASHTRA,400062.0,IN,Shipped,Easy Ship
408-4523571-8501114,Expedited,MUMBAI - 400062,MAHARASHTRA,400062.0,IN,Shipped,
171-7915413-3032346,Standard,GUWAHATI,ASSAM,781006.0,IN,,Easy Ship
406-2135712-3192351,Standard,KANGRA,HIMACHAL PRADESH,176060.0,IN,Shipped,Easy Ship
408-1213364-0718722,Expedited,UTTAR BAGDOGRA,WEST BENGAL,734014.0,IN,Cancelled,
402-1255194-1399565,Expedited,Ambernath East Dist Thane,MAHARASHTRA,421501.0,IN,Shipped,
171-3267266-9338750,Standard,GUWAHATI,ASSAM,781006.0,IN,,Easy Ship
171-4839898-6899552,Standard,BANTVAL,KARNATAKA,574231.0,IN,Shipped,Easy Ship
402-3594689-1841108,Standard,BASAVAKALYAN,KARNATAKA,585327.0,IN,Shipped,Easy Ship
171-5118652-1586759,Expedited,PUNE,MAHARASHTRA,411021.0,IN,Shipped,
408-3437254-0398710,Expedited,ATTAYAMPATTI,TAMIL NADU,636308.0,IN,Shipped,
406-3720570-1553942,Expedited,HUBBALLI,KARNATAKA,580023.0,IN,Shipped,
405-9261065-2067563,Expedited,MUMBAI,MAHARASHTRA,400066.0,IN,Shipped,
404-8569784-4808311,Standard,DUNGARPUR,RAJASTHAN,314406.0,IN,,Easy Ship
406-6323205-5014750,Standard,HAMIRPUR,HIMACHAL PRADESH,177001.0,IN,,Easy Ship
407-0253707-0980319,Standard,VIJAPURA,KARNATAKA,586101.0,IN,Shipped,Easy Ship
404-5682895-0091551,Expedited,KANPUR,UTTAR PRADESH,208017.0,IN,Shipped,
404-2344840-7283502,Standard,KANPUR,UTTAR PRADESH,208017.0,IN,Shipped,Easy Ship
402-4064191-9350717,Standard,SILCHAR,ASSAM,788001.0,IN,Shipped,Easy Ship
405-4782299-1241136,Expedited,TUMKUR,KARNATAKA,572106.0,IN,Shipped,
405-8232734-2457917,Standard,ANUPPUR,MADHYA PRADESH,484887.0,IN,Shipped,Easy Ship
408-8404009-2754742,Standard,BARAPALI,ODISHA,768029.0,IN,Shipped,Easy Ship
402-9945922-7154706,Expedited,HYDERABAD,TELANGANA,500032.0,IN,Shipped,
408-2408344-8519562,Expedited,Nagpur,MAHARASHTRA,440030.0,IN,Shipped,
406-6460824-6696336,Standard,HYDERABAD,TELANGANA,500062.0,IN,Shipped,Easy Ship
171-4280579-7411525,Expedited,BARAMATI,MAHARASHTRA,413102.0,IN,Cancelled,
404-1793270-9978734,Expedited,pune,MAHARASHTRA,411038.0,IN,Shipped,
406-4586549-4551526,Expedited,RAYACHOTI,ANDHRA PRADESH,516269.0,IN,Shipped,
405-7887022-2857940,Expedited,MUMBAI,MAHARASHTRA,400061.0,IN,Shipped,
404-5246267-4793145,Standard,Thane,MAHARASHTRA,401203.0,IN,Shipped,Easy Ship
402-8932391-2503528,Standard,CHENNAI,TAMIL NADU,600044.0,IN,Shipped,Easy Ship
405-9970047-2396350,Expedited,HYDERABAD,TELANGANA,500049.0,IN,Shipped,
171-0916179-2856354,Standard,CHENNAI,TAMIL NADU,600078.0,IN,Shipped,Easy Ship
408-0188357-9570708,Standard,JAIPUR,RAJASTHAN,302017.0,IN,,Easy Ship
402-5025405-7201132,Standard,DEHRADUN,UTTARAKHAND,248001.0,IN,Shipped,Easy Ship
405-7978819-0067568,Expedited,Nagpur,MAHARASHTRA,440005.0,IN,Shipped,
171-0652239-2450735,Expedited,AHMEDABAD,Gujarat,380014.0,IN,Shipped,
402-2971673-4857164,Expedited,AHMADNAGAR,MAHARASHTRA,414003.0,IN,Shipped,
404-4357084-8641962,Expedited,Vadodara,Gujarat,390019.0,IN,Shipped,
403-7204458-8488368,Standard,DHANBAD,JHARKHAND,826001.0,IN,Shipped,Easy Ship
408-8341637-4998731,Standard,NAVI MUMBAI,MAHARASHTRA,410206.0,IN,Shipped,Easy Ship
408-5823233-2873963,Expedited,MUMBAI,MAHARASHTRA,400098.0,IN,Shipped,
408-5012995-3765933,Standard,UJJAIN,MADHYA PRADESH,456010.0,IN,Shipped,Easy Ship
403-0083711-4444353,Standard,ALUR,KARNATAKA,573213.0,IN,,Easy Ship
171-5659898-2626700,Expedited,NEW DELHI,DELHI,110025.0,IN,Shipped,
408-0298379-2361164,Expedited,Hubli,KARNATAKA,580030.0,IN,Shipped,
408-9309397-4666754,Expedited,JAMMIKUNTA,TELANGANA,505122.0,IN,Shipped,
171-3844350-6965932,Expedited,MANGALURU,KARNATAKA,575006.0,IN,Shipped,
405-2786511-1714752,Standard,DHULE,MAHARASHTRA,424005.0,IN,Shipped,Easy Ship
402-5634694-2097164,Standard,BANGALORE,KARNATAKA,560037.0,IN,Shipped,Easy Ship
171-4676913-0385100,Expedited,HAVERI,KARNATAKA,581110.0,IN,Cancelled,
171-2431517-5801930,Expedited,PUNE,MAHARASHTRA,411040.0,IN,Shipped,
404-6561592-0181161,Standard,INDORE,MADHYA PRADESH,452009.0,IN,Shipped,Easy Ship
406-9652479-2772326,Expedited,KOLKATA,WEST BENGAL,700092.0,IN,Shipped,
404-3108636-9022708,Expedited,PUTTUR,ANDHRA PRADESH,517583.0,IN,Shipped,
171-3251462-9817167,Standard,CHENNAI,TAMIL NADU,600041.0,IN,Shipped,Easy Ship
408-4196439-4813936,Expedited,CHINCHANI,MAHARASHTRA,401103.0,IN,Shipped,
408-4196439-4813936,Expedited,CHINCHANI,MAHARASHTRA,401103.0,IN,Cancelled,
408-2656493-8935504,Standard,CHINCHANI,MAHARASHTRA,401103.0,IN,Shipped,Easy Ship
408-2656493-8935504,Standard,CHINCHANI,MAHARASHTRA,401103.0,IN,,Easy Ship
406-9055802-1320303,Standard,MUMBAI,MAHARASHTRA,400066.0,IN,Shipped,Easy Ship
405-2224234-9655504,Expedited,KARIMNAGAR,TELANGANA,505001.0,IN,Shipped,
402-8554370-0045153,Standard,BENGALURU,KARNATAKA,560078.0,IN,,Easy Ship
402-8845051-6401157,Expedited,BANGALORE,KARNATAKA,560067.0,IN,Shipped,
403-1125891-9275534,Expedited,COIMBATORE,TAMIL NADU,641028.0,IN,Cancelled,
171-1868247-9905101,Standard,HYDERABAD,TELANGANA,500036.0,IN,Shipped,Easy Ship
404-8503214-4934737,Standard,PUNE,MAHARASHTRA,411028.0,IN,Shipped,Easy Ship
404-1009729-5989148,Standard,BHUBANESWAR,ODISHA,751001.0,IN,Shipped,Easy Ship
403-7934101-8837151,Standard,JORHAT,ASSAM,785001.0,IN,Shipped,Easy Ship
404-7072727-6567561,Standard,HYDERABAD,TELANGANA,500014.0,IN,Shipped,Easy Ship
403-9941676-3046712,Expedited,BENGALURU,KARNATAKA,560068.0,IN,Shipped,
405-6368267-1464362,Standard,CHENNAI,TAMIL NADU,600092.0,IN,Shipped,Easy Ship
405-5773092-1395505,Expedited,CHENNAI,TAMIL NADU,600092.0,IN,Shipped,
407-6103864-9195540,Standard,TEZU,ARUNACHAL PRADESH,792001.0,IN,Shipped,Easy Ship
405-1044391-5012303,Standard,WARDHA,MAHARASHTRA,442102.0,IN,Shipped,Easy Ship
402-7602121-7722761,Standard,KATTAPPANA,KERALA,685515.0,IN,Shipped,Easy Ship
402-2388798-6897930,Standard,ERNAKULAM DISTRICT,KERALA,683518.0,IN,Shipped,Easy Ship
403-8991590-6820325,Expedited,Haldwani,UTTARAKHAND,263139.0,IN,Shipped,
171-5804715-5596311,Expedited,Arvi Wardha,MAHARASHTRA,442201.0,IN,Shipped,
402-7783018-7457135,Expedited,Kalyan,MAHARASHTRA,421102.0,IN,Shipped,
406-8804922-5748338,Expedited,ALAPPUZHA,KERALA,688532.0,IN,Shipped,
404-6906852-6491525,Standard,CHENNAI,TAMIL NADU,600024.0,IN,Shipped,Easy Ship
403-2110603-5681903,Standard,DHANBAD,JHARKHAND,826001.0,IN,,Easy Ship
408-2722319-5021916,Standard,NEW DELHI,DELHI,110084.0,IN,Shipped,Easy Ship
402-0337008-2882750,Standard,BENGALURU,KARNATAKA,560078.0,IN,,Easy Ship
402-9661560-7417936,Expedited,GURUGRAM,HARYANA,122004.0,IN,Shipped,
402-5485640-2011557,Expedited,GURUGRAM,HARYANA,122004.0,IN,Cancelled,
406-2544925-5190702,Expedited,JHUMRI TILAIYA,JHARKHAND,825409.0,IN,Unshipped,
403-4462616-5001114,Standard,KOLKATA,WEST BENGAL,700107.0,IN,,Easy Ship
406-8647918-2167551,Expedited,BENGALURU,KARNATAKA,560068.0,IN,Shipped,
407-2065310-4873140,Standard,BENGALURU,KARNATAKA,560043.0,IN,Shipped,Easy Ship
407-1839386-2427544,Expedited,BENGALURU,KARNATAKA,560043.0,IN,Shipped,
407-0020510-2620343,Expedited,BENGALURU,KARNATAKA,560043.0,IN,Shipped,
403-5515915-2361902,Standard,PUNE,MAHARASHTRA,411027.0,IN,Shipped,Easy Ship
406-2497421-8062746,Expedited,Naranapura,KARNATAKA,577547.0,IN,Shipped,
404-2355552-5297941,Standard,Haldwani,UTTARAKHAND,263139.0,IN,,Easy Ship
404-0274005-9378702,Standard,MADURAI- 625004,TAMIL NADU,625004.0,IN,Shipped,Easy Ship
404-9857006-7295535,Standard,CHENNAI,TAMIL NADU,600090.0,IN,Shipped,Easy Ship
406-8046878-4461152,Expedited,BENGALURU,KARNATAKA,560097.0,IN,Shipped,
405-7611224-9053120,Standard,BIRPUR,BIHAR,854340.0,IN,,Easy Ship
404-7513670-4629157,Expedited,TENKASI,TAMIL NADU,627811.0,IN,Shipped,
402-3178458-3254703,Expedited,Khurja(bulandshar),UTTAR PRADESH,203131.0,IN,Shipped,
